2019-11-27 16:01:18.986 +02:00 [INF] Application starting up!
2019-11-27 16:01:31.803 +02:00 [WRN] Failed to determine the https port for redirect.
2019-11-27 16:20:17.216 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6789 ms
2019-11-27 16:20:18.515 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=41b85d87-df78-4839-a379-46765f325661 responded 200 in 15.6942 ms
2019-11-27 16:20:19.924 +02:00 [INF] Status of email with id 41b85d87-df78-4839-a379-46765f325661 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:19. From status: NotReviewed to status: New.
2019-11-27 16:20:19.938 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=41b85d87-df78-4839-a379-46765f325661&status=New responded 200 in 33.471 ms
2019-11-27 16:20:20.033 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 72.563 ms
2019-11-27 16:20:20.046 +02:00 [INF] HTTP GET /notification?id=K2EBaIRdKPBP1djGkgzdFw responded 101 in 3047.8144 ms
2019-11-27 16:20:20.350 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4806 ms
2019-11-27 16:20:20.574 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6405 ms
2019-11-27 16:20:20.591 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.1943 ms
2019-11-27 16:20:21.164 +02:00 [INF] HTTP GET /notification?id=GQBFpr5PJPDyGuu2sQkI_Q responded 101 in 708.7126 ms
2019-11-27 16:20:21.164 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 191.9507 ms
2019-11-27 16:20:21.843 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5664 ms
2019-11-27 16:20:22.137 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4835 ms
2019-11-27 16:20:22.147 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5464 ms
2019-11-27 16:20:23.108 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=42d0d23f-a4ed-4019-bed0-50d045f41a25 responded 200 in 17.215 ms
2019-11-27 16:20:25.144 +02:00 [INF] Status of email with id 42d0d23f-a4ed-4019-bed0-50d045f41a25 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:25. From status: NotReviewed to status: New.
2019-11-27 16:20:25.151 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=42d0d23f-a4ed-4019-bed0-50d045f41a25&status=New responded 200 in 23.282 ms
2019-11-27 16:20:25.247 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 69.6907 ms
2019-11-27 16:20:25.264 +02:00 [INF] HTTP GET /notification?id=BMNlPaOxu5BuUATb0YPdCw responded 101 in 3337.1938 ms
2019-11-27 16:20:25.566 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5347 ms
2019-11-27 16:20:25.787 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3974 ms
2019-11-27 16:20:25.795 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5722 ms
2019-11-27 16:20:26.406 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 159.5321 ms
2019-11-27 16:20:26.408 +02:00 [INF] HTTP GET /notification?id=ZKSzBq8jASXp0zlwf9W3xw responded 101 in 754.739 ms
2019-11-27 16:20:27.037 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5584 ms
2019-11-27 16:20:27.297 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3934 ms
2019-11-27 16:20:27.308 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5565 ms
2019-11-27 16:20:29.076 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=4629c0d2-b03c-4945-a64d-87f242a041ea responded 200 in 16.144 ms
2019-11-27 16:20:30.677 +02:00 [INF] Status of email with id 4629c0d2-b03c-4945-a64d-87f242a041ea has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:30. From status: NotReviewed to status: New.
2019-11-27 16:20:30.695 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=4629c0d2-b03c-4945-a64d-87f242a041ea&status=New responded 200 in 34.6317 ms
2019-11-27 16:20:30.803 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 80.8995 ms
2019-11-27 16:20:30.809 +02:00 [INF] HTTP GET /notification?id=kFtCe0n1djWFuCtCOlREcQ responded 101 in 3738.1668 ms
2019-11-27 16:20:31.124 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.557 ms
2019-11-27 16:20:31.336 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3868 ms
2019-11-27 16:20:31.355 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8675 ms
2019-11-27 16:20:31.901 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 195.7519 ms
2019-11-27 16:20:31.903 +02:00 [INF] HTTP GET /notification?id=Yys2XksRk4-bFL6yzCv0Pw responded 101 in 684.7637 ms
2019-11-27 16:20:32.506 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.3913 ms
2019-11-27 16:20:32.744 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.353 ms
2019-11-27 16:20:32.755 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6835 ms
2019-11-27 16:20:33.393 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=42dd7d1f-970e-4632-aed8-e441afc60632 responded 200 in 16.1329 ms
2019-11-27 16:20:34.308 +02:00 [INF] Status of email with id 42dd7d1f-970e-4632-aed8-e441afc60632 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:34. From status: NotReviewed to status: New.
2019-11-27 16:20:34.323 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=42dd7d1f-970e-4632-aed8-e441afc60632&status=New responded 200 in 24.6352 ms
2019-11-27 16:20:34.523 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 164.4711 ms
2019-11-27 16:20:34.534 +02:00 [INF] HTTP GET /notification?id=7w0eMTFjf-eup7BK7eOrtw responded 101 in 2005.2079 ms
2019-11-27 16:20:35.219 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.7124 ms
2019-11-27 16:20:35.689 +02:00 [INF] HTTP GET /notification?id=Ymn1Lq836_sUwZM3j9lmfA responded 101 in 288.3964 ms
2019-11-27 16:20:35.701 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 290.2239 ms
2019-11-27 16:20:36.415 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5124 ms
2019-11-27 16:20:36.635 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4445 ms
2019-11-27 16:20:36.648 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 2.3388 ms
2019-11-27 16:20:36.858 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=473d05d0-bc7a-4597-9949-ce1e6ae7eb59 responded 200 in 17.2248 ms
2019-11-27 16:20:37.723 +02:00 [INF] Status of email with id 473d05d0-bc7a-4597-9949-ce1e6ae7eb59 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:37. From status: NotReviewed to status: New.
2019-11-27 16:20:37.742 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=473d05d0-bc7a-4597-9949-ce1e6ae7eb59&status=New responded 200 in 37.1897 ms
2019-11-27 16:20:38.044 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 256.3257 ms
2019-11-27 16:20:38.063 +02:00 [INF] HTTP GET /notification?id=WLEoHN-JCALsJQMmiXmctg responded 101 in 1618.6512 ms
2019-11-27 16:20:38.546 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6996 ms
2019-11-27 16:20:38.804 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5758 ms
2019-11-27 16:20:38.839 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9226 ms
2019-11-27 16:20:40.295 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=11347dc4-0a4d-47cf-a900-569935ca3e4e responded 200 in 15.6038 ms
2019-11-27 16:20:44.531 +02:00 [INF] HTTP GET /Email/SetToEnableAsync?id=11347dc4-0a4d-47cf-a900-569935ca3e4e responded 200 in 28.0869 ms
2019-11-27 16:20:45.216 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 125.6474 ms
2019-11-27 16:20:45.219 +02:00 [INF] HTTP GET /notification?id=CMxnS0Oq417CvVxTw-4zsA responded 101 in 6507.3441 ms
2019-11-27 16:20:45.774 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5314 ms
2019-11-27 16:20:46.003 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5655 ms
2019-11-27 16:20:46.021 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9546 ms
2019-11-27 16:20:47.512 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=3f012743-618b-44b6-9794-b2365b831bf9 responded 200 in 15.0881 ms
2019-11-27 16:20:48.912 +02:00 [INF] Status of email with id 3f012743-618b-44b6-9794-b2365b831bf9 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:48. From status: NotReviewed to status: New.
2019-11-27 16:20:48.928 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=3f012743-618b-44b6-9794-b2365b831bf9&status=New responded 200 in 27.1348 ms
2019-11-27 16:20:49.030 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 80.2493 ms
2019-11-27 16:20:49.035 +02:00 [INF] HTTP GET /notification?id=dUGXepfPuLmDtajnustWAg responded 101 in 3238.4458 ms
2019-11-27 16:20:49.336 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4138 ms
2019-11-27 16:20:49.533 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3888 ms
2019-11-27 16:20:49.544 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8444 ms
2019-11-27 16:20:49.975 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 135.4615 ms
2019-11-27 16:20:49.978 +02:00 [INF] HTTP GET /notification?id=Oo8J_8zJvf59h_-RWtw25g responded 101 in 533.7453 ms
2019-11-27 16:20:50.584 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6089 ms
2019-11-27 16:20:50.797 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6429 ms
2019-11-27 16:20:50.805 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5656 ms
2019-11-27 16:20:52.417 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=47c517a7-92e8-4ec6-b6d2-63629bb09c0b responded 200 in 17.5137 ms
2019-11-27 16:20:53.566 +02:00 [INF] Status of email with id 47c517a7-92e8-4ec6-b6d2-63629bb09c0b has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:20:53. From status: NotReviewed to status: New.
2019-11-27 16:20:53.582 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=47c517a7-92e8-4ec6-b6d2-63629bb09c0b&status=New responded 200 in 30.2955 ms
2019-11-27 16:20:53.699 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 92.3108 ms
2019-11-27 16:20:53.726 +02:00 [INF] HTTP GET /notification?id=hmDNdzpm-Lk87c4eAJg92g responded 101 in 3135.0114 ms
2019-11-27 16:20:54.047 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.7162 ms
2019-11-27 16:20:54.522 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 3.0655 ms
2019-11-27 16:20:54.544 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.3463 ms
2019-11-27 16:21:19.607 +02:00 [INF] HTTP GET / responded 302 in 0.6584 ms
2019-11-27 16:21:19.699 +02:00 [INF] HTTP GET /Home/Privacy responded 200 in 73.2101 ms
2019-11-27 16:21:19.718 +02:00 [INF] HTTP GET /notification?id=0YD85s7W9j8zgouM8rX5cw responded 101 in 25574.877 ms
2019-11-27 16:21:20.103 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.7412 ms
2019-11-27 16:21:20.245 +02:00 [INF] HTTP GET /Home/images/icons/favicon.ico responded 302 in 0.4218 ms
2019-11-27 16:21:20.252 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9977 ms
2019-11-27 16:21:43.635 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 151.0145 ms
2019-11-27 16:21:43.638 +02:00 [INF] HTTP GET /notification?id=BmwZSAZ1BzQQWj5wscZAGw responded 101 in 23486.6025 ms
2019-11-27 16:21:44.281 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5843 ms
2019-11-27 16:21:44.531 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5974 ms
2019-11-27 16:21:44.542 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.0043 ms
2019-11-27 16:21:45.925 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=3b69e6f7-b5e3-408a-a3b1-7dc8e2995550 responded 200 in 18.8615 ms
2019-11-27 16:21:47.414 +02:00 [INF] Status of email with id 3b69e6f7-b5e3-408a-a3b1-7dc8e2995550 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:21:47. From status: NotReviewed to status: New.
2019-11-27 16:21:47.432 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=3b69e6f7-b5e3-408a-a3b1-7dc8e2995550&status=New responded 200 in 40.0441 ms
2019-11-27 16:21:47.605 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 144.4538 ms
2019-11-27 16:21:47.617 +02:00 [INF] HTTP GET /notification?id=w1dP7oAFrgkAHq6a6tEhiA responded 101 in 3317.6824 ms
2019-11-27 16:21:48.077 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6713 ms
2019-11-27 16:21:48.659 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.9944 ms
2019-11-27 16:21:48.689 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 3.2631 ms
2019-11-27 16:21:50.168 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 160.0302 ms
2019-11-27 16:21:50.170 +02:00 [INF] HTTP GET /notification?id=d6QOBN_qBdzRUe20ycY4Dw responded 101 in 1932.9311 ms
2019-11-27 16:21:50.849 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5468 ms
2019-11-27 16:21:51.162 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5427 ms
2019-11-27 16:21:51.179 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9699 ms
2019-11-27 16:21:51.915 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=51dcd4bb-0cb6-4f9a-89d7-c33f24dad5ed responded 200 in 15.6674 ms
2019-11-27 16:21:53.300 +02:00 [INF] Status of email with id 51dcd4bb-0cb6-4f9a-89d7-c33f24dad5ed has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:21:53. From status: NotReviewed to status: New.
2019-11-27 16:21:53.310 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=51dcd4bb-0cb6-4f9a-89d7-c33f24dad5ed&status=New responded 200 in 28.5906 ms
2019-11-27 16:21:53.435 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 101.4956 ms
2019-11-27 16:21:53.451 +02:00 [INF] HTTP GET /notification?id=xwas3fEBNtxEH6y8_cCKOw responded 101 in 2579.5535 ms
2019-11-27 16:21:53.927 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5065 ms
2019-11-27 16:21:54.184 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4161 ms
2019-11-27 16:21:54.197 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 2.0343 ms
2019-11-27 16:21:54.666 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 154.3047 ms
2019-11-27 16:21:54.670 +02:00 [INF] HTTP GET /notification?id=62VeJQXxizYTqKH0qOj31Q responded 101 in 623.8449 ms
2019-11-27 16:21:55.292 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5013 ms
2019-11-27 16:21:55.507 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.2833 ms
2019-11-27 16:21:55.516 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5764 ms
2019-11-27 16:21:56.162 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=54fd3f58-2751-4e5d-ae83-e771438af7fe responded 200 in 14.8806 ms
2019-11-27 16:21:57.531 +02:00 [INF] Status of email with id 54fd3f58-2751-4e5d-ae83-e771438af7fe has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:21:57. From status: NotReviewed to status: New.
2019-11-27 16:21:57.546 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=54fd3f58-2751-4e5d-ae83-e771438af7fe&status=New responded 200 in 34.4093 ms
2019-11-27 16:21:57.660 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 93.2738 ms
2019-11-27 16:21:57.668 +02:00 [INF] HTTP GET /notification?id=3AqURqNdpnOmKr9uMdl2hg responded 101 in 2369.3647 ms
2019-11-27 16:21:58.004 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5316 ms
2019-11-27 16:21:58.234 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3172 ms
2019-11-27 16:21:58.244 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6241 ms
2019-11-27 16:21:58.872 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 215.6031 ms
2019-11-27 16:21:58.875 +02:00 [INF] HTTP GET /notification?id=0QllyMMRsva1ilR9aG4HbQ responded 101 in 746.0545 ms
2019-11-27 16:21:59.396 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5128 ms
2019-11-27 16:21:59.712 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 2.2175 ms
2019-11-27 16:21:59.740 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.9437 ms
2019-11-27 16:22:01.763 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=5981f5f8-8bf1-44e0-b00e-ae23726b655f responded 200 in 19.7691 ms
2019-11-27 16:22:04.881 +02:00 [INF] Status of email with id 5981f5f8-8bf1-44e0-b00e-ae23726b655f has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:22:04. From status: NotReviewed to status: New.
2019-11-27 16:22:04.894 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=5981f5f8-8bf1-44e0-b00e-ae23726b655f&status=New responded 200 in 26.6208 ms
2019-11-27 16:22:05.016 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 88.5261 ms
2019-11-27 16:22:05.027 +02:00 [INF] HTTP GET /notification?id=6iv-JtKhv8GYt05OtiA35Q responded 101 in 5613.6506 ms
2019-11-27 16:22:05.338 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.9595 ms
2019-11-27 16:22:05.596 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4304 ms
2019-11-27 16:22:05.604 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6284 ms
2019-11-27 16:22:07.763 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 197.5344 ms
2019-11-27 16:22:07.768 +02:00 [INF] HTTP GET /notification?id=jESXZ4IDPlG1zop64Y6Beg responded 101 in 2328.3688 ms
2019-11-27 16:22:08.422 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4675 ms
2019-11-27 16:22:08.751 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.8341 ms
2019-11-27 16:22:08.766 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8025 ms
2019-11-27 16:22:09.701 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=553651f1-4186-4999-ab5a-2b5d69d3afad responded 200 in 20.0227 ms
2019-11-27 16:22:12.538 +02:00 [INF] Status of email with id 553651f1-4186-4999-ab5a-2b5d69d3afad has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:22:12. From status: NotReviewed to status: New.
2019-11-27 16:22:12.568 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=553651f1-4186-4999-ab5a-2b5d69d3afad&status=New responded 200 in 64.6285 ms
2019-11-27 16:22:12.828 +02:00 [INF] HTTP GET /notification?id=qEJHNBfDDggpGzN_SfhJgA responded 101 in 4299.5222 ms
2019-11-27 16:22:12.828 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 221.0538 ms
2019-11-27 16:22:13.363 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5325 ms
2019-11-27 16:22:13.638 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.0553 ms
2019-11-27 16:22:13.647 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.662 ms
2019-11-27 16:22:13.893 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 144.9373 ms
2019-11-27 16:22:13.896 +02:00 [INF] HTTP GET /notification?id=DsXeZJSTvvzOx3AL2IICPA responded 101 in 376.202 ms
2019-11-27 16:22:14.476 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.3877 ms
2019-11-27 16:22:14.676 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.8707 ms
2019-11-27 16:22:14.684 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9191 ms
2019-11-27 16:22:16.677 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=5c06d0f1-6269-4303-9e21-384581c2c1e5 responded 200 in 20.0789 ms
2019-11-27 16:22:19.918 +02:00 [INF] Status of email with id 5c06d0f1-6269-4303-9e21-384581c2c1e5 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:22:19. From status: NotReviewed to status: New.
2019-11-27 16:22:19.930 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=5c06d0f1-6269-4303-9e21-384581c2c1e5&status=New responded 200 in 23.5784 ms
2019-11-27 16:22:20.078 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 116.9287 ms
2019-11-27 16:22:20.079 +02:00 [INF] HTTP GET /notification?id=YPKTUoQGAJ6H-Eub-tUrFg responded 101 in 5587.8316 ms
2019-11-27 16:22:20.381 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6438 ms
2019-11-27 16:22:20.590 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6349 ms
2019-11-27 16:22:20.603 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.5214 ms
2019-11-27 16:22:21.322 +02:00 [INF] HTTP GET /notification?id=dHVkQHhUvE2jwNiG0NTc5Q responded 101 in 829.5133 ms
2019-11-27 16:22:21.330 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 199.4003 ms
2019-11-27 16:22:21.873 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.9092 ms
2019-11-27 16:22:22.070 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4891 ms
2019-11-27 16:22:22.081 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.7958 ms
2019-11-27 16:22:23.843 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=56fc4067-9e85-43dd-aeca-7ca220f879f5 responded 200 in 17.1622 ms
2019-11-27 16:22:29.441 +02:00 [INF] Status of email with id 56fc4067-9e85-43dd-aeca-7ca220f879f5 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:22:29. From status: NotReviewed to status: New.
2019-11-27 16:22:29.457 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=56fc4067-9e85-43dd-aeca-7ca220f879f5&status=New responded 200 in 31.1267 ms
2019-11-27 16:22:29.585 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 102.2089 ms
2019-11-27 16:22:29.599 +02:00 [INF] HTTP GET /notification?id=KIvJXKczjC11L8btzqkn3g responded 101 in 7711.6376 ms
2019-11-27 16:22:30.031 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.3622 ms
2019-11-27 16:22:30.232 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3369 ms
2019-11-27 16:22:30.240 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5509 ms
2019-11-27 16:22:30.721 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=NotReviewed responded 200 in 134.7067 ms
2019-11-27 16:22:30.722 +02:00 [INF] HTTP GET /notification?id=0JTFPG7w_-zo1-rD5ONJ-g responded 101 in 576.7795 ms
2019-11-27 16:22:31.336 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.4565 ms
2019-11-27 16:22:31.555 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6328 ms
2019-11-27 16:22:31.564 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5826 ms
2019-11-27 16:22:32.654 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=5d238fa8-f27a-4bee-acbb-fd4a152d4c21 responded 200 in 16.3572 ms
2019-11-27 16:22:34.971 +02:00 [INF] Status of email with id 5d238fa8-f27a-4bee-acbb-fd4a152d4c21 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 16:22:34. From status: NotReviewed to status: New.
2019-11-27 16:22:34.977 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=5d238fa8-f27a-4bee-acbb-fd4a152d4c21&status=New responded 200 in 18.4749 ms
2019-11-27 16:22:35.154 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 156.875 ms
2019-11-27 16:22:35.162 +02:00 [INF] HTTP GET /notification?id=cdD3xohXGZqyT4zmLpRHYg responded 101 in 3808.7968 ms
2019-11-27 16:22:35.768 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6943 ms
2019-11-27 16:22:36.014 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5483 ms
2019-11-27 16:22:36.022 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.868 ms
